,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
36842,AQOGKBRDFBTD7SPG,3594.887875913972,5,1,2,1
36843,AQOGKW3SC4HHE85B,3594.887875913972,3,1,2,3
36844,AQOGU1NACFNTJTO4,7189.775751827944,3,4,4,3
36845,AQOH9EHD1SCG8E0G,7189.775751827944,5,4,4,1
36846,AQOIT38UIMLM63VB,3594.887875913972,5,1,2,1
36847,AQOIY4DI6243R1GN,7189.775751827944,5,4,4,1
36848,AQOJLTXZBB2YNP0E,3594.887875913972,3,1,2,3
36849,AQOLNJPBSYY20U5N,3594.887875913972,3,1,2,3
36850,AQOLTMU1IOJ2I0JA,21569.327255483833,3,5,5,3
36851,AQON8D1ROVUMK7U6,14379.551503655888,4,5,5,2
36852,AQOQXF70SMSWA1H5,3594.887875913972,3,1,2,3
36853,AQORJXLXK0ZMHFUB,3594.887875913972,3,1,2,3
36854,AQOS8KS96FDAZGN4,3454.578643139641,1,1,1,5
36855,AQOSHBR333284G9N,14379.551503655888,4,5,5,2
36856,AQOSI8DUWNBF0YWT,7189.775751827944,4,4,4,2
36857,AQOSW9NXJD21AD66,3458.2679636021335,1,1,1,5
36858,AQOUEGSIUJ4VAYCW,3594.887875913972,5,1,2,1
36859,AQOUKWYDPE2JO5X8,3594.887875913972,4,1,2,2
36860,AQOWK7HGDB2GURR0,3454.578643139641,1,1,1,5
36861,AQP0U6473VP5PT2I,3473.055488248122,1,1,1,5
36862,AQP0WLOH86DPEVVG,7189.775751827944,5,4,4,1
36863,AQP12VZIBS8HIKCC,7189.775751827944,2,4,4,4
36864,AQP1J0SLRPY7GZVR,3544.3271767810024,2,1,1,4
36865,AQP24ZGMR764JK8G,3473.055488248122,1,1,1,5
36866,AQP2TRFJJ4ZEYM52,3458.2679636021335,1,1,1,5
36867,AQP2V3Z1GN62DPI8,7088.654353562005,2,4,4,4
36868,AQP4BSE9IDMXX30Q,3458.2679636021335,1,1,1,5
36869,AQP4EPUFF97DE40B,7088.654353562005,2,4,4,4
36870,AQP4GFF2UCIN4Z5X,7088.654353562005,2,4,4,4
36871,AQP7HOF06JXHWZYD,10784.663627741917,3,5,5,3
36872,AQP882AU2R7RKAJE,10632.981530343008,2,5,5,4
36873,AQPBYSVVBLEIKB47,3544.3271767810024,2,1,1,4
36874,AQPENL9AI95W5I1U,7189.775751827944,5,4,4,1
36875,AQPF2CODNQON0QFT,3594.887875913972,5,1,2,1
36876,AQPFCUGKE63EDAP6,10784.663627741917,3,5,5,3
36877,AQPFUW7YYTF7Z1BW,3594.887875913972,3,1,2,3
36878,AQPGCCLJ7QM54FGJ,3594.887875913972,3,1,2,3
36879,AQPGL6SB5T29EJ8Y,3454.578643139641,1,1,1,5
36880,AQPHKBU5QEABWCWO,3594.887875913972,5,1,2,1
36881,AQPI3E6D2KB5CNPR,7189.775751827944,2,4,4,4
36882,AQPIBZQFLB2G6K6I,7088.654353562005,2,4,4,4
36883,AQPKG3QAN1UFXHQP,3594.887875913972,2,1,2,4
36884,AQPNATCNI49MY9EC,3594.887875913972,4,1,2,2
36885,AQPO88VWG3XBXBYM,3594.887875913972,4,1,2,2
36886,AQPPRC27LX1P7GHQ,3594.887875913972,4,1,2,2
36887,AQPPVWYYLSY4CXNK,10784.663627741917,3,5,5,3
36888,AQPQLM87ZR2RFTHS,3594.887875913972,5,1,2,1
36889,AQPQSELGQZBH6DJR,3594.887875913972,4,1,2,2
36890,AQPQY5S6GPTRIXL0,3458.2679636021335,1,1,1,5
36891,AQPSDNO6UJ0U0463,3594.887875913972,5,1,2,1
36892,AQPSQS5PGZGXJ475,7189.775751827944,3,4,4,3
36893,AQPUI740JFGTXO7V,3594.887875913972,4,1,2,2
36894,AQPUL3FL9DZNGNDU,7189.775751827944,5,4,4,1
36895,AQPUSS0O5GUS9LGR,3594.887875913972,3,1,2,3
36896,AQPVG5WBHM1A8C9T,3454.578643139641,1,1,1,5
36897,AQPWCZXWXK8H9U3P,3594.887875913972,4,1,2,2
36898,AQPWD1DBNWL7XPGO,3473.055488248122,1,1,1,5
36899,AQPWF7N6U2KJPH7G,3594.887875913972,5,1,2,1
36900,AQPWU20LQZSDNSQ5,3594.887875913972,5,1,2,1
36901,AQPZ3UXX315B8WJ6,3594.887875913972,3,1,2,3
36902,AQPZ8QGVB179BQG6,3454.578643139641,1,1,1,5
36903,AQQ0XPLOGCPHV1Z1,10374.8038908064,1,5,5,5
36904,AQQ1DNOXA6SXAEM4,3544.3271767810024,2,1,1,4
36905,AQQ2B32YLGQQLMMI,3594.887875913972,4,1,2,2
36906,AQQ40BYEJAGFFVWK,3594.887875913972,4,1,2,2
36907,AQQ4PC23SL1GMXLV,7189.775751827944,4,4,4,2
36908,AQQ7JNVX89PF7517,3594.887875913972,4,1,2,2
36909,AQQ8G35QI0D6GP94,3454.578643139641,1,1,1,5
36910,AQQAMPG7PE4YTDRO,3594.887875913972,4,1,2,2
36911,AQQAQTPITJIK5FSX,3594.887875913972,4,1,2,2
36912,AQQBQ16H84KNR0TN,7189.775751827944,2,4,4,4
36913,AQQCO62PQ8HOXXP2,3594.887875913972,3,1,2,3
36914,AQQCUNO9NGCI6SS6,3544.3271767810024,2,1,1,4
36915,AQQH1FM4KGMXSBTN,7189.775751827944,3,4,4,3
36916,AQQH8P9Z80CYUZDB,7189.775751827944,3,4,4,3
36917,AQQJGJNNGXSY8764,3544.3271767810024,2,1,1,4
36918,AQQKTS9AE6XEG6CK,17974.43937956986,5,5,5,1
36919,AQQLKSPX085QNWZD,3458.2679636021335,1,1,1,5
36920,AQQLNMAVL1QFARDB,3594.887875913972,5,1,2,1
36921,AQQM2F2BOWJXN3NY,3594.887875913972,3,1,2,3
36922,AQQMVQK2QLD4985V,3594.887875913972,3,1,2,3
36923,AQQNKUMRCGTMUKX3,3594.887875913972,3,1,2,3
36924,AQQORV6GSN0S3PUT,3594.887875913972,4,1,2,2
36925,AQQPLFAGQOKITGF1,3594.887875913972,5,1,2,1
36926,AQQQGKGIR4Y4MF3W,3594.887875913972,3,1,2,3
36927,AQQTYFPOTSYBGM4X,7189.775751827944,3,4,4,3
36928,AQQU9SUDU0XYKDQT,3594.887875913972,3,1,2,3
36929,AQQUBKYUYQDP6SDL,3544.3271767810024,2,1,1,4
36930,AQQWC4T1M5LHLPJI,3473.055488248122,1,1,1,5
36931,AQQWTB2G1OGN9AQ6,3544.3271767810024,2,1,1,4
36932,AQQWWF880S6VYX8Q,7189.775751827944,2,4,4,4
36933,AQQXBM4EAPAXZA0F,3594.887875913972,2,1,2,4
36934,AQR0Q06CDEJTYNOI,7189.775751827944,5,4,4,1
36935,AQR1EP5KBGGJILFE,7088.654353562005,2,4,4,4
36936,AQR23LCRA7X8ULLU,7189.775751827944,5,4,4,1
36937,AQR2GZNSYS71R3RR,3594.887875913972,4,1,2,2
36938,AQR4T94UHCNT9SC2,3594.887875913972,5,1,2,1
36939,AQR50IRWN66BL7YE,3473.055488248122,1,1,1,5
36940,AQR59MW9VH8S4XJU,10784.663627741917,2,5,5,4
36941,AQR5JRU7O7CG3WGP,3544.3271767810024,2,1,1,4
36942,AQR73BF5VL21168K,3594.887875913972,5,1,2,1
36943,AQR7HFNIQ8VE5LDP,3544.3271767810024,2,1,1,4
36944,AQR7L7UWVIVFGPK2,3594.887875913972,3,1,2,3
36945,AQR9LLV1XZIHB2GB,3594.887875913972,3,1,2,3
36946,AQR9ZPA5H58Y8LC9,3544.3271767810024,2,1,1,4
36947,AQRA35QZHXKOW0X9,3544.3271767810024,2,1,1,4
36948,AQRADYCRF57DWW09,7189.775751827944,4,4,4,2
36949,AQRAM6LSTXCI5XGQ,3594.887875913972,2,1,2,4
36950,AQRAO3ME6FL3L3B8,7189.775751827944,3,4,4,3
36951,AQRBWYGK9YWG5OX6,7189.775751827944,3,4,4,3
36952,AQRCA4XEBDMOZVF3,3594.887875913972,4,1,2,2
36953,AQRD7DTJM2A1TWBB,3544.3271767810024,2,1,1,4
36954,AQRF1WR8GTKT0AQB,3594.887875913972,4,1,2,2
36955,AQRFZENJB5IBZ76G,3594.887875913972,4,1,2,2
36956,AQRHG4R9V912YOR1,3594.887875913972,3,1,2,3
36957,AQRI1VJXPRP4ELJF,7189.775751827944,4,4,4,2
36958,AQRIK7WOGM09SSII,3594.887875913972,3,1,2,3
36959,AQRLFLRAPXY7M3P7,3594.887875913972,5,1,2,1
36960,AQRM016ATT1L2S1J,7189.775751827944,3,4,4,3
36961,AQRM7RHSMYSRP0NS,7189.775751827944,5,4,4,1
36962,AQRNOM3TYYWNVZJO,3594.887875913972,3,1,2,3
36963,AQRO4JHNWZTLZBFA,3594.887875913972,5,1,2,1
36964,AQRPMEH7JPS54MGP,7189.775751827944,5,4,4,1
36965,AQRPYB8LIZ525D3V,3594.887875913972,3,1,2,3
36966,AQRQ2NJGVRJG4EQN,3473.055488248122,1,1,1,5
36967,AQRQPH8TOPPBKY1X,3458.2679636021335,1,1,1,5
36968,AQRSAA1YN3HL30I0,3594.887875913972,5,1,2,1
36969,AQRSL15KSGPMAQX0,7189.775751827944,3,4,4,3
36970,AQRSRH8CF6GMQG3Q,3594.887875913972,3,1,2,3
36971,AQRSXP4B54TUD5AH,3594.887875913972,3,1,2,3
36972,AQRTA0N64N4RXG24,3594.887875913972,4,1,2,2
36973,AQRX6Y9BN7W2IP4B,3594.887875913972,2,1,2,4
36974,AQRZMW9C06V0ZY0W,7088.654353562005,2,4,4,4
36975,AQRZRGAHT03N5ZBS,3544.3271767810024,2,1,1,4
36976,AQS0YUH2V1ATTADK,3473.055488248122,2,1,1,4
36977,AQS175ADOPE13CMI,7189.775751827944,5,4,4,1
36978,AQS2ONTLEP2H503G,3458.2679636021335,1,1,1,5
36979,AQS2VBXF6AQP5WYZ,3594.887875913972,4,1,2,2
36980,AQS2W63R586WHTQ6,3594.887875913972,4,1,2,2
36981,AQS39XEEWJJVX3AC,7088.654353562005,2,4,4,4
36982,AQS6RFMBM9I3QGJA,3594.887875913972,4,1,2,2
36983,AQS7G7OX2QYFZ6SO,3594.887875913972,3,1,2,3
36984,AQS7IP45PX4915Y1,3594.887875913972,4,1,2,2
36985,AQS8GM0FZB3BPJIU,3454.578643139641,1,1,1,5
36986,AQS8I5B91ONYMG5C,3594.887875913972,3,1,2,3
36987,AQS91SX1IPFRKDWY,3594.887875913972,5,1,2,1
36988,AQS97KD3WJ8EM4LD,3458.2679636021335,1,1,1,5
36989,AQSA5OG6ZN9UA46K,3454.578643139641,1,1,1,5
36990,AQSCYVM8UJUWNEPE,7189.775751827944,3,4,4,3
36991,AQSDTB5JKB4QJALF,3594.887875913972,4,1,2,2
36992,AQSE70TN9V86XDEU,3594.887875913972,4,1,2,2
36993,AQSEOPI5K8PP5B6F,14379.551503655888,4,5,5,2
36994,AQSEPYXVNDLWE1SM,3454.578643139641,1,1,1,5
36995,AQSGA1ZCAA5D5TOW,7189.775751827944,5,4,4,1
36996,AQSGPL98VEDXP9UY,7189.775751827944,5,4,4,1
36997,AQSH3134OLMD3OPN,3594.887875913972,4,1,2,2
36998,AQSHSW8MBUHNV1KY,3594.887875913972,3,1,2,3
36999,AQSKP5JDYE69TRE9,3594.887875913972,4,1,2,2
37000,AQSKV1RJXKZBJMZZ,3594.887875913972,5,1,2,1
37001,AQSLK3APBPEDR8HB,7189.775751827944,3,4,4,3
37002,AQSNMU2CFXLH9NUR,3594.887875913972,5,1,2,1
37003,AQSO12RURWSNVXG6,3544.3271767810024,2,1,1,4
37004,AQSO5IOTJY905Q85,3594.887875913972,3,1,2,3
37005,AQSP27XMWXS23XP1,3594.887875913972,3,1,2,3
37006,AQSQ7VL8QBRIS8PI,3544.3271767810024,2,1,1,4
37007,AQSS22YXEZ7SVXCA,3544.3271767810024,2,1,1,4
37008,AQSTSORW989TUYM2,7189.775751827944,5,4,4,1
37009,AQSUAF2R658SYC98,7088.654353562005,2,4,4,4
37010,AQSVK2W50AQVNYRR,7189.775751827944,4,4,4,2
37011,AQSWYCH6Q7YAEHYA,3594.887875913972,4,1,2,2
37012,AQSXA595PHGIY2L6,7189.775751827944,5,4,4,1
37013,AQSXH4O1NOKOJQEQ,3544.3271767810024,2,1,1,4
37014,AQSXNAFHHHZ6ZXDJ,3544.3271767810024,2,1,1,4
37015,AQSYCCZ8UFL9NP28,3594.887875913972,3,1,2,3
37016,AQSYNY51U9EGM2I9,3594.887875913972,3,1,2,3
37017,AQT030AQXEPYS31G,3594.887875913972,4,1,2,2
37018,AQT1GK91RDWFU4H5,3594.887875913972,4,1,2,2
37019,AQT1PUYN4GS7TFY7,3594.887875913972,3,1,2,3
37020,AQT1T7143HKIK245,3594.887875913972,3,1,2,3
37021,AQT20IUMLSGY473R,3594.887875913972,5,1,2,1
37022,AQT2C7KAH6VSII0M,7189.775751827944,5,4,4,1
37023,AQT2QZH6NBPPGB8O,7088.654353562005,2,4,4,4
37024,AQT2R6REEQ57UX82,3594.887875913972,5,1,2,1
37025,AQT4Q1LXEJJLML6W,3594.887875913972,2,1,2,4
37026,AQT5KUZX3V4J8A7J,3594.887875913972,3,1,2,3
37027,AQT7118T6VR4Q9JB,3473.055488248122,2,1,1,4
37028,AQT811IYIYYX7IGW,3594.887875913972,5,1,2,1
37029,AQT9E2KG1WL6EU2G,3594.887875913972,5,1,2,1
37030,AQTAJ3T24B8LQFFM,3594.887875913972,3,1,2,3
37031,AQTAXQNKTEUYZJB8,3594.887875913972,4,1,2,2
37032,AQTBJPD24TWB2K86,7189.775751827944,4,4,4,2
37033,AQTCUQTCSMBJ9OW6,3594.887875913972,4,1,2,2
37034,AQTE4J9LDPH43RQZ,3594.887875913972,3,1,2,3
37035,AQTEAISE78TBPMGM,3594.887875913972,3,1,2,3
37036,AQTEH151OJU7GI3W,3473.055488248122,1,1,1,5
37037,AQTFBYS5J85TEAXA,3594.887875913972,5,1,2,1
37038,AQTIWVT1SHUUJDWB,3473.055488248122,1,1,1,5
37039,AQTK6TS2IIG5RQG2,3473.055488248122,1,1,1,5
37040,AQTKLT0SVZWVG1DH,14379.551503655888,5,5,5,1
37041,AQTKTIKEFU6E3NJ4,3594.887875913972,2,1,2,4
37042,AQTL0MSQ3A6SJWU4,3544.3271767810024,2,1,1,4
37043,AQTMQLRXT8OJ5JBL,10784.663627741917,2,5,5,4
37044,AQTO1HXQMDJUWLYX,3544.3271767810024,2,1,1,4
37045,AQTOS8Z4G341QSFG,3594.887875913972,3,1,2,3
37046,AQTP9DYGUG4DDVPC,3454.578643139641,1,1,1,5
37047,AQTPIAU1DUQ9M5E0,3454.578643139641,1,1,1,5
37048,AQTPK6T5WG4LNQOV,6909.157286279282,1,4,4,5
37049,AQTQQG0RDT27775L,3594.887875913972,5,1,2,1
37050,AQTRAOLRV7VZE5NH,7189.775751827944,4,4,4,2
37051,AQTRAU221PN806HX,14379.551503655888,3,5,5,3
37052,AQTRSPOOCGL9YXX1,3594.887875913972,5,1,2,1
37053,AQTTRG13IOEVRUXZ,3544.3271767810024,2,1,1,4
37054,AQTXA4H10FCOYN1T,3594.887875913972,4,1,2,2
37055,AQTXSYI3235TEGKK,3594.887875913972,4,1,2,2
37056,AQTZ4Z1FZ2ZUUS48,7189.775751827944,3,4,4,3
37057,AQU39E6FY653DLBT,3544.3271767810024,2,1,1,4
37058,AQU4XDZC9DP1EJDE,3544.3271767810024,2,1,1,4
37059,AQU5CEW954J2BTTZ,7189.775751827944,5,4,4,1
37060,AQU6B3J3KSZOK6J1,7189.775751827944,5,4,4,1
37061,AQU6EHLFEOZD4JH9,3594.887875913972,5,1,2,1
37062,AQU7LO2GETT0ZNAQ,3454.578643139641,1,1,1,5
37063,AQU8OHFOUVQ2ZFHY,7189.775751827944,4,4,4,2
37064,AQU8TTY6FB7OASEY,3594.887875913972,4,1,2,2
37065,AQU94V6KMQKYXL34,7088.654353562005,2,4,4,4
37066,AQUBDDTTBMMW49J8,10784.663627741917,4,5,5,2
37067,AQUBVGP2UN1KRK3B,3544.3271767810024,2,1,1,4
37068,AQUC7OXPAETQX2ZO,3544.3271767810024,2,1,1,4
37069,AQUD0Q63F132QG56,3458.2679636021335,1,1,1,5
37070,AQUD1D86IH2QR11A,3594.887875913972,3,1,2,3
37071,AQUDG5WICNMWXM0U,7189.775751827944,3,4,4,3
37072,AQUDGHW2CSEJLI9M,3594.887875913972,5,1,2,1
37073,AQUDU0AWNK05HZ41,7189.775751827944,2,4,4,4
37074,AQUF891SF1DRY82G,7189.775751827944,3,4,4,3
37075,AQUFLCO59Z56X4SQ,3594.887875913972,3,1,2,3
37076,AQUG4B0M65VP8NEB,3544.3271767810024,2,1,1,4
37077,AQUGIYKHLOGNCPFF,3594.887875913972,3,1,2,3
37078,AQUHAYS3C0J8HHCA,7189.775751827944,5,4,4,1
37079,AQUI2D934NZ655E1,3594.887875913972,3,1,2,3
37080,AQUK3QRGTIEC5JNJ,3454.578643139641,1,1,1,5
37081,AQUKL0998O4R9IB7,3544.3271767810024,2,1,1,4
37082,AQUL8X6RWTOPRXCL,3594.887875913972,5,1,2,1
37083,AQUOV7ISKWBLJMTQ,3594.887875913972,4,1,2,2
37084,AQUP65EQDA7DRGCS,3594.887875913972,5,1,2,1
37085,AQUQFFS9WVHGX4S8,7189.775751827944,4,4,4,2
37086,AQUR0MYUNUYLGVB5,6946.110976496244,1,4,4,5
37087,AQURDUT76US48G2F,7189.775751827944,4,4,4,2
37088,AQUS4MY3TR9M7WMT,3473.055488248122,1,1,1,5
37089,AQUTAGMWGU9QDO89,3594.887875913972,2,1,2,4
37090,AQUTCMECF31Y3RLS,3544.3271767810024,2,1,1,4
37091,AQUTFLC1JY93MIHE,3594.887875913972,4,1,2,2
37092,AQUU2O9XLZZD0RZ1,7189.775751827944,4,4,4,2
37093,AQUUU3A7WS3L76ET,3544.3271767810024,2,1,1,4
37094,AQUV1370OC6NQ2W5,7189.775751827944,4,4,4,2
37095,AQUV6NTXHXUFW0LX,3594.887875913972,4,1,2,2
37096,AQUWGZI9KSBXCHDH,3544.3271767810024,2,1,1,4
37097,AQUXAPBG5HDZBBDW,3473.055488248122,1,1,1,5
37098,AQUYBIIITFJ3Z5D0,3594.887875913972,5,1,2,1
37099,AQUYG06T3NCJ6FDX,7189.775751827944,4,4,4,2
37100,AQUYRRAU4V7FWB29,10784.663627741917,5,5,5,1
37101,AQUZ64KXKQNX5ZL5,3458.2679636021335,1,1,1,5
37102,AQUZ9FRRFISH04C9,3544.3271767810024,2,1,1,4
37103,AQV105MAI70Y0JUL,3594.887875913972,5,1,2,1
37104,AQV1L1NGAPT203ZT,7189.775751827944,3,4,4,3
37105,AQV276D2ROI6AXYG,3544.3271767810024,2,1,1,4
37106,AQV2PAEU4MSYYC7X,3594.887875913972,2,1,2,4
37107,AQV6E9PF87BUIT16,3458.2679636021335,1,1,1,5
37108,AQV7B2M7SN5KBMNQ,3544.3271767810024,2,1,1,4
37109,AQV7UEF985WNW4LK,6909.157286279282,1,4,4,5
37110,AQV8J0JTB5ED9ZBJ,3544.3271767810024,2,1,1,4
37111,AQV9BWWOHBHI0AIU,3454.578643139641,1,1,1,5
37112,AQV9IZEZADOGJ6XT,3594.887875913972,4,1,2,2
37113,AQV9JS9NSLJAI2CI,6946.110976496244,1,4,4,5
37114,AQV9QVP4WJARZ1CN,3594.887875913972,3,1,2,3
37115,AQV9SJCRB6H7R66V,3594.887875913972,3,1,2,3
37116,AQVD3K0CXP2U5YZJ,3454.578643139641,1,1,1,5
37117,AQVDV0BYK9183VTF,10784.663627741917,4,5,5,2
37118,AQVECTEC6IG3QMTL,3594.887875913972,4,1,2,2
37119,AQVF2A5D16FK566R,3594.887875913972,3,1,2,3
37120,AQVH0BFXV2GCIOBX,7189.775751827944,2,4,4,4
37121,AQVH3U92RKKUKDEN,3594.887875913972,3,1,2,3
37122,AQVHGEIBYX5ON945,3594.887875913972,2,1,2,4
37123,AQVHSTSX5MQGWGS1,7189.775751827944,5,4,4,1
37124,AQVIG6ORZQ4PPFAQ,10784.663627741917,3,5,5,3
37125,AQVIY7PJLT1COT15,3594.887875913972,4,1,2,2
37126,AQVK4G5BVXYVN2UH,3458.2679636021335,1,1,1,5
37127,AQVKRYDQNUC4RYFT,7189.775751827944,5,4,4,1
37128,AQVM1VW9CLXXNEDC,3594.887875913972,5,1,2,1
37129,AQVMA7ASV96OE91X,3594.887875913972,4,1,2,2
37130,AQVMG1C8PT49NOLJ,3544.3271767810024,2,1,1,4
37131,AQVNKLG4K5JG25EF,7189.775751827944,4,4,4,2
37132,AQVNXXZSPL6XJBVL,7189.775751827944,5,4,4,1
37133,AQVOJWCITM0J8FC5,3594.887875913972,5,1,2,1
37134,AQVP23BIBK1II4W2,10784.663627741917,5,5,5,1
37135,AQVP77XZRPC190YH,3594.887875913972,3,1,2,3
37136,AQVPL7Z7G8YMRC8R,10784.663627741917,3,5,5,3
37137,AQVQMO2PNY34B698,3544.3271767810024,2,1,1,4
37138,AQVRMWB48BB6AEBF,3594.887875913972,4,1,2,2
37139,AQVRNW1RQC4KQQUC,3458.2679636021335,1,1,1,5
37140,AQVRPPAI8SIE6AR6,7189.775751827944,5,4,4,1
37141,AQVRREE05YRMU014,3594.887875913972,5,1,2,1
37142,AQVSOTXUVSJLNFN2,3594.887875913972,4,1,2,2
37143,AQVXJX9U8XI4M2XL,3458.2679636021335,1,1,1,5
37144,AQVY5D685BQAW75C,7189.775751827944,4,4,4,2
37145,AQVZ98CRW08XIJ8J,3594.887875913972,5,1,2,1
37146,AQW0U77QOK8HW4HF,3594.887875913972,3,1,2,3
37147,AQW11FXRPZVJN05F,3473.055488248122,1,1,1,5
37148,AQW1438RIIMWDCMI,3454.578643139641,1,1,1,5
37149,AQW148K07FC0CT45,3454.578643139641,1,1,1,5
37150,AQW1O9T7JD03NRDT,3473.055488248122,1,1,1,5
37151,AQW1ULNRQ2MJZ2DC,3458.2679636021335,1,1,1,5
37152,AQW1YPWJIN0GRHOL,3594.887875913972,3,1,2,3
37153,AQW554L061GD4ZFI,3594.887875913972,5,1,2,1
37154,AQW5IKRIZO9X287Y,3544.3271767810024,2,1,1,4
37155,AQW5PDK1LFIEQ31S,3544.3271767810024,2,1,1,4
37156,AQW6BL1IQF223JF4,3594.887875913972,2,1,2,4
37157,AQW7EPD8OCFKR4HG,10784.663627741917,3,5,5,3
37158,AQW8BLPG0UAVATHU,3594.887875913972,4,1,2,2
37159,AQW8GAYUKVKQRLEZ,7189.775751827944,5,4,4,1
37160,AQW8RXG3O35M5U3F,3594.887875913972,3,1,2,3
37161,AQW9BXL6B5YSKCL4,3458.2679636021335,1,1,1,5
37162,AQW9NL93EU2C267J,3473.055488248122,1,1,1,5
37163,AQW9PTEA0RU415FA,3594.887875913972,5,1,2,1
37164,AQWB2HVXUN5IYBWN,3594.887875913972,5,1,2,1
37165,AQWCHRUQKK5K1M0A,3594.887875913972,3,1,2,3
37166,AQWCV1D1SNJQG7FN,3594.887875913972,5,1,2,1
37167,AQWGQM15O54CBCZY,3594.887875913972,4,1,2,2
37168,AQWH4B7FDLJP4372,3544.3271767810024,2,1,1,4
37169,AQWH7VL1UR80N4EG,7189.775751827944,4,4,4,2
37170,AQWHZNG5EQJ0C1DF,3454.578643139641,1,1,1,5
37171,AQWI3VOO516G5DP5,10784.663627741917,4,5,5,2
37172,AQWIOJNT3M84QUPC,3594.887875913972,3,1,2,3
37173,AQWJCJGPRFYS7D60,10784.663627741917,5,4,5,1
37174,AQWK4A3BO96PK7HF,3594.887875913972,3,1,2,3
37175,AQWK4Z92E80Q8F0K,7088.654353562005,2,4,4,4
37176,AQWKMT8SYO9SE5LF,3473.055488248122,1,1,1,5
37177,AQWLQOISFB80SI4N,3594.887875913972,4,1,2,2
37178,AQWM3NYVEGM3QUJQ,3594.887875913972,4,1,2,2
37179,AQWMXCAJK9RVJHQW,7189.775751827944,3,4,4,3
37180,AQWN3EQB6MGADT4K,3594.887875913972,2,1,2,4
37181,AQWN483K6HI8PL11,3544.3271767810024,2,1,1,4
37182,AQWOB2TGTAW4V8X5,3594.887875913972,4,1,2,2
37183,AQWONYMB1YO5S5EX,3473.055488248122,1,1,1,5
37184,AQWPAEPPXXNCWLDM,3594.887875913972,5,1,2,1
37185,AQWPTXDXGHJZDKYA,10632.981530343008,2,5,5,4
37186,AQWR2BK570QACFGA,17721.63588390501,2,5,5,4
37187,AQWR8HV04GKCNLUM,3454.578643139641,1,1,1,5
37188,AQWWC548ERD9D60Y,3473.055488248122,1,1,1,5
37189,AQWZ3RYV4UU2113B,6909.157286279282,1,4,4,5
37190,AQX03BBF5OTCP386,3594.887875913972,3,1,2,3
37191,AQX0PSAZ5KHPOIQJ,3594.887875913972,4,1,2,2
37192,AQX12OD5PTZ4DYJ8,7189.775751827944,4,4,4,2
37193,AQX3ENQ7Y8FY96LD,3544.3271767810024,2,1,1,4
37194,AQX43EVWIKHEHS7C,3594.887875913972,4,1,2,2
37195,AQX6YK5BB6RHXCGH,3458.2679636021335,1,1,1,5
37196,AQX8Z64807TTI8CI,3594.887875913972,2,1,2,4
37197,AQX9WHG9VQJB8B2V,3594.887875913972,3,1,2,3
37198,AQXA1YIC3LUR6Z40,3594.887875913972,4,1,2,2
37199,AQXBWCK8CPV4BP6N,3594.887875913972,4,1,2,2
37200,AQXCG3EOKON505EA,7189.775751827944,5,4,4,1
37201,AQXD747R0J76UBOV,3594.887875913972,4,1,2,2
37202,AQXEXPLPDJ2KVZ59,3594.887875913972,3,1,2,3
37203,AQXEY8VK86YOBSU8,3594.887875913972,4,1,2,2
37204,AQXG9470NFYPS07Y,3454.578643139641,1,1,1,5
37205,AQXHUV0XU6K0Y411,21569.327255483833,3,5,5,3
37206,AQXHUXWAPFDPYLS6,3594.887875913972,2,1,2,4
37207,AQXICYIITPMF04ZK,3544.3271767810024,2,1,1,4
37208,AQXKS08WVSAMV8UB,7189.775751827944,2,4,4,4
37209,AQXL0M0QSUB7D2O1,3594.887875913972,3,1,2,3
37210,AQXP7TRXCLSQHKZ3,3594.887875913972,3,1,2,3
37211,AQXRHZSTSLZD37TJ,3594.887875913972,4,1,2,2
37212,AQXSJ4KWOD82UXQD,3594.887875913972,3,1,2,3
37213,AQXTIFRYA6F5C6UG,3458.2679636021335,1,1,1,5
37214,AQXU41QLASNCUYNO,3594.887875913972,4,1,2,2
37215,AQXU509EXNJ4W97Z,3454.578643139641,1,1,1,5
37216,AQXUKGTCWCZG5X6U,3594.887875913972,5,1,2,1
37217,AQXWDV1EXWN420HU,6946.110976496244,1,4,4,5
37218,AQXWH6XA09NCI95Q,3544.3271767810024,2,1,1,4
37219,AQY0MI8QCSPIQ3HE,7088.654353562005,2,4,4,4
37220,AQY13NWG6M59QAF2,3594.887875913972,5,1,2,1
37221,AQY19JITKGD56V7J,3594.887875913972,5,1,2,1
37222,AQY1XHY5O31VZW5T,3594.887875913972,5,1,2,1
37223,AQY21FX35ZGC5FUB,14379.551503655888,5,5,5,1
37224,AQY3R7WOF93630BE,3544.3271767810024,2,1,1,4
37225,AQY3TEILAGFT3J4G,3594.887875913972,4,1,2,2
37226,AQY59W8QWQA6J0NO,3594.887875913972,3,1,2,3
37227,AQY5D4FA9BBRCI3F,7189.775751827944,2,4,4,4
37228,AQY6ICBNW40BRK8Z,3594.887875913972,5,1,2,1
37229,AQY7TSS1ZJY63RQZ,3544.3271767810024,2,1,1,4
37230,AQY8G9E9U238O5GG,7088.654353562005,2,4,4,4
37231,AQYA6CXGGQXB9MXH,3594.887875913972,5,1,2,1
37232,AQYB64AR9V2YG67T,7189.775751827944,3,4,4,3
37233,AQYCXB5DWIA1U8VV,3594.887875913972,4,1,2,2
37234,AQYDBEQXD090KI0V,10784.663627741917,4,5,5,2
